INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
67618;FEILTURO;FEILTURO;?????;2;0;31;Guinea;R;69;176;2;6;6;B;120;3;0;0;0;0;0;0;0;0;1;1;0;1;0;0;RWF;78;35;64;85;80;78;80;73;78;78;80;83;50;73;75;73;78;72;72;78;75;64;65;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;6;1;Default;0;131;0;4430;21;0;0;0;2;1;1;1;0;0;;2;GUINÉ
67625;VANDEVOORS;VANDEVOORS;?????????;2;0;29;Netherlands;L;74;175;5;6;4;B;125;6;0;0;0;0;0;1;1;1;1;1;1;1;1;1;AMF;84;47;78;88;86;86;88;88;83;84;88;89;50;77;78;78;75;75;77;82;80;77;82;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;2;1;1;Default;0;131;0;4340;18;1;0;0;1;10;1;1;0;0;;23;HOLANDA
67656;VANBORG;VANBORG;??????;2;0;35;Netherlands;R;85;187;6;6;5;B;68;6;0;0;0;0;0;1;1;0;1;0;0;0;0;0;CMF;73;80;80;77;83;85;83;88;76;76;77;77;50;79;71;76;74;86;79;86;74;85;86;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4273;28;0;0;0;1;1;1;1;0;0;;6;HOLANDA
67664;V. MISTELROUM;V. MISTELROUM;??? ???????;2;0;30;Netherlands;R;80;188;4;7;6;C;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;94;39;84;83;75;73;72;73;96;73;74;84;50;95;79;78;83;84;78;82;82;77;80;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;1;1;1;Default;0;131;0;4539;22;1;0;0;1;1;1;1;115;77;;22;HOLANDA CLÁSSICA
67667;BRUIN;BRUIN;?????;2;0;32;France;R;88;192;7;5;5;A;197;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;SWP;71;98;88;78;78;75;85;78;73;63;63;77;50;94;72;68;74;88;79;85;78;87;85;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;3;1;1;Default;0;131;0;4272;26;0;0;0;1;1;1;1;0;0;;5;FRANÇA CLÁSSICA
67673;ROMEYDA;ROMEYDA;????;2;0;20;Brazil;R;75;183;4;7;7;C;40;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;97;30;73;94;78;77;74;71;95;70;71;92;50;90;85;95;90;84;76;85;73;74;70;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4406;21;0;0;0;3;1;1;1;28;57;;9;BRASIL CLÁSSICO
67676;FENORRA;FENORRA;????;2;0;29;Italy;R;75;180;7;5;5;B;8;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;53;90;84;68;71;76;75;73;65;64;63;72;50;84;74;72;76;86;75;76;86;86;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4323;18;0;0;0;1;1;1;1;0;0;;16;ITÁLIA CLÁSSICA
67687;CORSACOUPE;CORSACOUPE;??????;2;0;28;Italy;R;75;182;6;6;6;A;90;5;0;1;1;1;1;1;0;0;0;0;0;0;0;0;CB;55;86;76;74;74;75;76;73;62;65;62;75;50;83;72;67;78;77;76;74;75;85;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4437;22;0;0;0;1;1;1;1;0;0;;5;ITÁLIA CLÁSSICA
67688;LEYMAURO;LEYMAURO;?????;2;0;25;Brazil;L;70;177;5;5;4;B;99;6;0;0;0;1;0;0;0;1;0;1;0;0;0;0;AMF;78;52;63;90;89;81;87;77;84;83;88;88;50;74;82;83;76;72;76;82;70;76;75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4269;0;0;0;0;1;2;1;1;0;0;;16;BRASIL CLÁSSICO
67689;CHIERO;CHIERO;???;2;0;26;Argentina;R;78;185;5;6;6;B;99;4;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;60;82;76;73;72;75;73;74;60;62;63;73;50;75;74;75;79;82;81;78;78;75;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4299;26;0;0;0;1;1;1;1;0;0;;22;ARGENTINA CLÁSSICA
67691;ROGUEIRO;ROGUEIRO;????;2;0;29;Argentina;L;75;186;4;4;4;C;60;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;75;72;70;91;88;87;90;86;69;80;80;90;50;85;72;70;73;85;86;80;72;83;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4271;22;0;0;0;1;2;1;1;0;0;;5;ARGENTINA CLÁSSICA
67695;BOHREN;BOHREN;????;2;0;26;Croatia;R;79;183;5;8;7;B;42;6;0;0;0;0;0;0;1;0;0;1;0;0;0;0;AMF;84;67;78;91;92;86;90;83;83;77;80;92;50;76;75;78;75;85;82;86;74;86;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;2;1;1;Default;0;131;0;4300;25;0;0;0;3;2;1;1;0;0;MASTERLEAGUE HIDE1;25;
67704;DINMO BRATTO;DINMO BRATTO;?????;2;0;24;Italy;R;80;188;6;6;7;B;3;5;0;1;0;0;0;1;1;0;0;0;0;0;0;0;DMF;72;75;85;75;78;76;76;76;69;66;66;78;50;80;74;75;75;84;84;88;84;73;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4270;23;0;0;0;1;1;1;1;0;0;;8;ITÁLIA CLÁSSICA
67744;BOLIBO;BOLIBO;???;2;0;29;Argentina;R;78;180;6;5;5;A;96;6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;88;33;87;77;75;80;70;73;88;64;60;80;50;87;76;73;80;82;75;80;84;83;84;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4270;26;0;0;0;1;1;1;1;0;0;;19;ARGENTINA CLÁSSICA
67746;KOLMANN;KOLMANN;????;2;0;25;Germany;R;84;186;6;5;5;A;211;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;95;81;65;70;72;80;72;65;60;53;73;50;85;85;62;74;98;89;74;90;85;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4321;19;0;0;0;1;1;1;1;0;0;;14;ALEMANHA CLÁSSICA
67764;SAROMOL;SAROMOL;????;2;0;29;France;R;81;182;6;5;5;B;3;6;0;0;1;0;1;0;0;0;1;0;0;0;0;0;RB;73;76;76;80;82;75;90;85;63;70;85;78;50;80;80;78;82;80;86;79;81;80;85;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Default;0;131;0;4540;28;0;0;0;1;1;1;1;0;0;;12;FRANÇA CLÁSSICA
67765;JERNISCH;JERNISCH;???????;2;0;28;Germany;R;77;177;7;5;5;A;82;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;DMF;66;81;70;76;78;78;79;77;70;64;54;77;50;83;74;73;76;82;88;80;78;73;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4316;18;0;0;0;1;2;1;1;0;0;;21;ALEMANHA CLÁSSICA
67767;EFERVOLTZ;EFERVOLTZ;????????;2;0;32;Germany;R;85;186;5;5;5;B;90;6;0;0;0;0;0;1;0;0;0;1;0;0;0;0;DMF;84;60;70;82;90;89;93;90;76;85;90;91;50;81;73;75;74;86;82;90;73;93;78;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4314;18;0;0;0;1;2;1;1;0;0;MASTERLEAGUE HIDE2;15;
67768;ENBULER;ENBULER;????;2;0;30;Brazil;R;79;182;5;6;6;B;133;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;92;33;86;83;74;80;67;77;90;63;56;86;50;93;79;76;80;82;74;84;78;69;72;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;4;1;Default;0;131;0;4326;27;0;0;0;1;1;1;1;0;0;;21;BRASIL CLÁSSICO
67782;SLOEGER;SLOEGER;?????;2;0;31;Germany;R;74;176;7;6;5;B;22;5;0;0;0;1;1;0;1;1;1;1;0;0;0;0;RMF;82;65;68;83;85;86;92;84;76;85;85;85;50;73;75;77;77;73;86;79;74;80;91;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4262;20;0;0;0;1;1;1;1;64;5;;19;ALEMANHA CLÁSSICA
67860;PALUNCA;PALUNCA;????;2;0;33;Italy;L;87;190;8;4;4;A;254;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;97;55;58;63;65;66;70;45;45;45;57;97;94;70;54;67;88;62;83;75;85;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4308;27;0;0;0;1;1;1;4;0;0;;12;ITÁLIA CLÁSSICA
67861;ITZMOLER;ITZMOLER;?????;2;0;30;Germany;R;92;190;6;4;4;A;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;93;44;49;54;50;52;69;43;50;49;48;92;88;70;49;67;90;55;82;83;72;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4311;28;0;0;0;1;1;1;1;0;0;;1;ALEMANHA CLÁSSICA
67862;TARALM;TARALM;????;2;0;28;Brazil;R;74;180;5;4;4;A;213;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;90;48;58;50;58;66;74;43;40;42;60;84;97;73;50;67;83;61;78;85;76;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4273;18;0;0;0;1;1;1;1;0;0;;1;BRASIL CLÁSSICO
67865;CALTEL;CALTEL;?????;2;0;29;England;R;93;188;6;4;4;B;3;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;57;89;86;70;73;78;72;77;62;64;60;72;50;83;67;73;84;94;78;85;85;80;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4506;26;0;0;0;1;1;1;1;0;0;;6;INGLATERRA CLÁSSICA
67867;MALETZ;MALETZ;????;2;0;29;Germany;R;72;173;8;7;7;B;214;7;0;1;1;0;0;1;1;0;0;1;0;0;0;0;CMF;84;70;75;86;88;86;89;86;88;86;70;83;50;85;83;83;81;80;94;93;76;97;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3;3;1;1;Default;0;131;0;4270;18;0;0;0;1;8;1;1;0;0;;8;ALEMANHA CLÁSSICA
67868;IMGHE;IMGHE;???;2;0;27;England;R;77;178;6;5;5;A;32;6;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;67;83;80;75;76;77;74;76;69;65;60;73;50;84;77;73;75;85;90;81;85;85;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4207;24;0;0;0;1;1;1;1;0;0;;4;INGLATERRA CLÁSSICA
67869;PARL SALSA;PARL SALSA;??? ???;2;0;26;Portugal;R;76;177;4;5;5;B;48;6;0;0;0;0;1;1;1;0;1;1;0;0;0;0;DMF;77;70;67;80;88;72;90;75;71;84;83;89;50;76;75;61;77;78;82;80;72;73;74;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4227;19;0;0;0;1;2;1;1;0;0;MASTERLEAGUE HIDE2;3;
67870;DORTE;DORTE;???;2;0;27;Brazil;R;74;178;7;5;5;A;214;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;68;82;75;78;85;84;87;80;77;76;75;80;50;84;72;69;70;85;87;87;77;98;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4314;23;0;0;0;1;1;1;1;0;0;;4;BRASIL CLÁSSICO
67872;SARTERIC;SARTERIC;??????;2;0;26;Montenegro;L;77;182;5;5;4;B;42;7;0;0;0;0;0;0;0;1;1;1;1;1;1;0;SS;86;37;72;95;86;77;85;83;85;83;85;92;50;78;85;94;82;76;74;83;73;73;70;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4307;21;0;0;0;2;2;1;1;0;0;MASTERLEAGUE HIDE1;29;
67873;HANUE;HANUE;???;2;0;29;Romania;L;73;174;4;5;5;B;92;6;0;0;0;0;0;0;0;0;0;1;0;0;0;1;AMF;85;40;67;95;97;88;90;85;85;90;91;95;50;76;83;81;81;74;78;89;70;81;77;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;1;1;1;Default;0;131;0;4300;19;0;0;0;3;2;1;1;0;0;MASTERLEAGUE HIDE1;8;
67875;VERDONAN;VERDONAN;??????;2;0;26;Colombia;R;70;175;5;5;4;A;254;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;83;28;70;88;98;82;88;80;74;86;83;91;50;78;69;65;65;78;66;70;73;86;88;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;Default;0;131;0;4245;21;0;0;0;3;2;1;1;0;0;MASTERLEAGUE HIDE2;4;
67876;RASAN;RASAN;???;2;0;28;Brazil;R;89;188;4;5;5;B;41;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;82;43;85;92;87;83;80;83;83;84;84;92;50;83;77;74;75;90;80;86;77;67;70;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;4;1;Default;0;131;0;4272;21;0;0;0;1;2;1;1;0;0;;18;BRASIL CLÁSSICO
67877;SCIRENI;SCIRENI;????;2;0;26;Belgium;R;73;178;5;5;5;A;42;6;0;0;0;0;0;0;1;0;0;1;0;0;0;0;AMF;83;57;72;88;91;83;93;78;80;81;83;92;50;76;82;72;75;78;83;84;74;72;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4330;24;0;0;0;3;1;1;1;0;0;MASTERLEAGUE HIDE1;17;
67880;LON BARRON;LON BARRON;?? ????;2;0;26;Italy;R;73;174;3;6;5;C;223;7;0;0;0;0;0;0;0;0;0;1;0;0;1;1;SS;93;42;73;96;95;77;90;74;94;92;88;98;50;88;85;88;78;72;77;77;67;88;82;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4402;25;0;0;0;1;10;1;1;23;0;;10;ITÁLIA CLÁSSICA
67885;SKORIMILOV;SKORIMILOV;??????;2;0;28;Bulgaria;L;74;178;4;7;4;A;108;7;0;0;0;0;0;0;0;0;0;0;1;1;1;1;SS;93;30;76;87;86;85;89;93;87;85;83;90;50;84;77;90;86;79;83;92;75;85;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4270;19;0;0;0;3;1;1;1;0;0;MASTERLEAGUE HIDE2;26;
67887;VERRONI;VERRONI;?????;2;0;26;Italy;R;77;180;6;7;6;C;225;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;90;42;85;79;78;73;74;72;92;76;63;85;50;85;83;82;83;83;82;84;86;83;73;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;131;0;4207;0;0;0;0;1;8;1;1;0;0;;21;ITÁLIA CLÁSSICA
67891;CLANTZGAN;CLANTZGAN;??????;2;0;25;Germany;R;73;182;5;6;5;B;48;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;93;42;92;82;73;70;70;73;91;66;64;78;50;94;84;83;85;82;83;83;87;88;72;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4283;27;0;0;0;1;1;1;1;0;0;;18;ALEMANHA CLÁSSICA
67914;VON HEIKEMEN;VON HEIKEMEN;??? ?????;2;0;31;Netherlands;L;78;180;5;4;4;B;214;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;93;55;51;58;55;60;64;45;45;45;56;94;97;74;52;69;82;55;82;82;85;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4308;27;0;0;0;1;1;1;3;0;0;;1;HOLANDA CLÁSSICA
67915;ROMAAL KULTAN;ROMAAL KULTAN;???? ????;2;0;25;Netherlands;R;81;182;7;5;5;B;235;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;SWP;83;70;77;76;80;83;96;95;88;93;75;80;50;75;70;71;72;87;81;97;78;82;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3;3;1;1;Default;0;131;0;4317;28;0;0;0;1;8;1;1;0;0;;15;HOLANDA CLÁSSICA
67916;RAUKOORES;RAUKOORES;??????;2;0;26;Netherlands;R;80;190;7;6;5;A;81;7;0;1;1;0;0;1;1;0;0;0;0;0;0;0;CMF;78;90;88;88;88;83;89;84;81;76;70;87;50;85;74;77;79;96;88;89;93;75;90;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3;3;6;1;Default;0;131;0;4332;28;0;0;0;3;1;1;1;0;0;;17;HOLANDA CLÁSSICA
67919;WALTOOR;WALTOOR;??????;2;0;27;Netherlands;R;74;176;6;5;5;B;158;5;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;66;77;60;75;83;79;82;80;72;70;68;82;50;82;75;72;76;82;85;78;79;85;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4272;24;0;0;0;1;1;1;1;0;0;;3;HOLANDA CLÁSSICA
67923;VON BOLSEN;VON BOLSEN;??? ????;2;0;23;Netherlands;R;80;188;5;7;6;C;84;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;97;42;95;90;85;77;83;74;97;77;78;92;50;93;82;86;83;85;76;84;85;72;77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Default;0;131;0;4323;24;0;0;0;3;2;4;1;0;0;;18;HOLANDA CLÁSSICA
67924;GULAAS;GULAAS;????;2;0;26;Netherlands;R;85;185;3;6;5;C;157;7;0;1;1;0;0;0;1;1;1;1;1;1;0;1;AMF;94;68;90;92;93;90;86;94;85;75;75;95;50;90;90;76;86;94;84;88;98;80;93;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3;2;6;1;Default;0;131;0;4256;18;0;0;0;2;2;1;1;0;0;;8;HOLANDA CLÁSSICA
67927;KJUNA;KJUNA;???;2;0;25;Netherlands;R;73;184;6;7;5;B;232;7;0;1;1;1;1;1;0;0;0;0;0;0;0;0;SWP;70;90;77;80;81;76;82;84;70;70;73;82;50;90;75;78;86;80;87;77;83;85;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;1;1;Default;0;131;0;4323;24;0;0;0;1;1;1;1;0;0;;12;HOLANDA CLÁSSICA
67933;CWARIM;CWARIM;????;2;0;27;Netherlands;R;74;180;4;7;5;B;232;7;0;0;0;0;0;0;0;0;0;1;1;1;1;1;SS;98;35;74;95;90;77;88;76;95;80;90;95;50;92;85;97;86;75;80;77;85;80;98;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;2;1;1;Default;0;131;0;4412;23;0;0;0;3;2;1;1;0;0;;20;HOLANDA CLÁSSICA
67939;VARD;VARD;????;2;0;27;Germany;R;67;168;7;5;5;A;42;6;0;0;1;0;1;0;0;0;0;0;0;0;0;0;RB;60;92;72;68;67;65;68;70;61;57;60;67;50;92;85;72;80;79;84;80;83;92;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4309;20;0;0;0;1;1;1;1;0;0;MASTERLEAGUE HIDE1;20;
