INDEX;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
56187;2;0;27;Peru;R;70;172;4;5;5;A;96;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;LMF;70;48;68;77;70;65;75;70;67;64;61;73;50;67;76;78;78;69;77;73;79;64;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4487;21;0;0;0;1;1;1;1;0;0;BAMGARRUA;6;
56188;2;0;21;Peru;R;69;172;3;5;5;A;3;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;SS;66;34;62;78;64;68;67;69;61;58;57;72;50;64;81;82;83;73;71;74;75;60;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4394;19;0;0;0;1;1;1;1;0;0;BAMGARRUA;15;
56189;2;0;24;Peru;L;77;189;4;4;4;A;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;67;32;73;79;73;64;72;65;69;60;58;79;50;73;71;71;74;67;72;72;70;63;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4340;21;0;0;0;1;1;1;1;0;0;BAMGARRUA;13;
56190;2;0;22;Peru;R;70;173;4;5;5;A;204;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;67;40;74;71;69;70;70;71;69;51;62;72;50;71;74;75;79;78;71;75;80;67;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4292;18;0;0;0;1;1;1;1;0;0;BAMGARRUA;25;
56191;2;0;29;Peru;R;83;188;5;4;5;C;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;71;44;78;70;65;68;64;67;70;59;54;69;50;75;73;73;76;83;77;78;75;74;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;1;Default;0;131;0;4427;27;0;0;0;1;1;1;1;0;0;BAMGARRUA;22;
56192;2;0;22;Argentina;R;72;187;3;5;5;A;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;61;64;69;72;71;65;70;66;59;59;59;71;50;73;70;70;73;75;77;76;74;66;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4386;25;0;0;0;1;1;1;1;0;0;BAMGARRUA;2;
56193;2;0;23;Peru;L;60;172;4;4;4;A;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;69;44;66;77;76;69;76;66;68;68;73;78;50;70;78;72;73;68;73;73;73;65;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4451;28;0;0;0;1;1;1;1;0;0;BAMGARRUA;10;
56194;2;0;26;Argentina;R;80;182;4;5;5;A;42;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;29;73;44;54;56;50;59;64;46;42;43;54;75;82;72;54;73;78;60;77;80;70;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4420;18;0;0;0;1;1;1;1;0;0;ZAGREPAQU;12;
56195;2;0;25;Colombia;R;76;184;4;4;4;A;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;52;69;75;67;68;68;67;65;54;57;52;71;50;70;72;66;76;81;73;76;76;63;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4508;25;0;0;0;1;1;1;1;0;0;ZAGREPAQU;2;
56196;2;0;36;Peru;R;65;173;6;5;5;A;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;RB;57;68;72;70;69;71;67;69;57;55;54;69;50;74;75;74;80;75;78;73;81;73;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4441;26;0;0;0;1;1;1;1;0;0;ZAGREPAQU;7;
56197;2;0;26;Peru;R;71;175;5;5;5;A;54;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;RB;64;59;67;73;64;68;65;72;57;54;58;70;50;68;75;78;83;74;78;73;79;63;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;1;Default;0;131;0;4324;26;0;0;0;1;1;1;1;0;0;ZAGREPAQU;22;
56198;2;0;32;Peru;L;78;171;5;4;4;A;13;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LMF;64;59;67;74;70;67;72;72;64;59;60;74;50;71;80;76;75;68;78;73;73;70;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4540;18;0;0;0;1;1;1;1;0;0;ZAGREPAQU;24;
56199;2;0;28;Paraguay;R;74;179;5;5;5;A;42;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;67;61;67;73;77;70;77;71;67;74;69;74;50;73;74;72;74;73;78;75;70;69;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Default;0;131;0;4528;22;0;0;0;1;1;1;1;0;0;ZAGREPAQU;11;
56200;2;0;31;Peru;L;70;178;5;4;4;A;13;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;CMF;65;60;66;72;75;69;77;72;67;70;69;74;50;71;75;72;74;71;76;75;72;69;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4340;25;0;0;0;1;1;1;1;0;0;ZAGREPAQU;23;
56201;2;0;32;Peru;R;75;176;5;5;5;A;48;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;RMF;69;47;64;76;72;69;73;73;65;65;67;74;50;74;78;76;80;69;79;72;73;71;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4366;18;0;0;0;1;1;1;1;0;0;ZAGREPAQU;17;
56202;2;0;24;Brazil;R;78;180;4;5;5;A;96;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;CF;67;47;68;76;65;68;67;71;62;59;62;72;50;69;75;81;80;75;74;75;82;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;6;1;Default;0;131;0;4524;19;0;0;0;1;1;1;1;0;0;ZAGREPAQU;10;
56203;2;0;23;Peru;R;78;182;4;5;5;A;54;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;LWF;70;40;69;77;68;68;67;69;67;60;62;74;50;74;80;82;80;75;78;74;76;66;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4527;26;0;0;0;1;1;1;1;0;0;ZAGREPAQU;18;
56204;2;0;39;Peru;R;82;181;6;5;5;A;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;72;29;79;69;70;67;68;64;73;60;52;72;50;74;66;67;68;81;69;79;68;83;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;1;3;1;Default;0;131;0;4373;19;0;0;0;1;1;1;1;0;0;ZAGREPAQU;9;
56205;2;0;32;Peru;R;75;182;5;4;4;A;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;29;72;48;52;54;55;57;62;44;47;45;51;72;79;69;50;68;77;55;75;78;68;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4437;23;0;0;0;1;1;1;1;0;0;ZAGREPAQU;21;
56206;2;0;31;Peru;R;86;180;5;5;5;A;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;52;72;73;67;64;65;68;68;55;55;59;65;50;72;67;64;71;80;78;79;76;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;5;1;Default;0;131;0;4534;25;0;0;0;1;1;1;1;0;0;ZAGREPAQU;3;
56207;2;0;22;Peru;L;75;178;3;4;4;A;90;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;62;59;68;65;69;64;69;67;61;59;62;72;50;75;73;69;76;75;74;74;74;66;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4503;18;0;0;0;1;1;1;1;0;0;ZAGREPAQU;4;
56208;2;0;26;Peru;R;77;182;4;5;5;A;56;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;DMF;59;65;70;70;71;71;69;67;64;62;61;71;50;74;72;68;73;77;75;76;75;68;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4340;23;0;0;0;1;1;1;1;0;0;ZAGREPAQU;8;
56209;2;0;17;Peru;R;71;178;3;5;5;A;13;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;DMF;54;64;72;68;70;67;69;71;57;59;58;67;50;75;73;67;73;72;78;74;74;60;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;1;Default;0;131;0;4212;20;0;0;0;1;1;1;1;0;0;ZAGREPAQU;5;
56210;2;0;20;Peru;R;69;178;3;5;5;A;3;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;RMF;64;32;62;74;67;67;68;68;60;54;55;72;50;67;78;76;79;70;71;73;73;62;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4534;22;0;0;0;1;1;1;1;0;0;ZAGREPAQU;16;
56211;2;0;23;Brazil;L;72;176;3;4;4;A;47;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LMF;64;54;67;75;70;67;72;72;64;60;65;72;50;68;75;72;76;71;73;72;72;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4538;28;0;0;0;1;1;1;1;0;0;ZAGREPAQU;15;
56212;2;0;31;Peru;L;75;176;5;4;3;A;90;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;AMF;71;41;65;77;75;69;77;73;70;75;75;77;50;70;78;73;73;68;73;75;72;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4261;25;0;0;0;1;1;1;1;0;0;ZAGREPAQU;14;
56213;2;0;25;Peru;R;69;172;4;5;5;A;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;AMF;68;42;64;76;74;70;73;69;67;67;66;76;50;71;76;73;77;70;73;74;72;65;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4532;18;0;0;0;1;1;1;1;0;0;ZAGREPAQU;20;
56214;2;0;28;Peru;R;76;197;5;4;4;A;90;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;29;74;54;47;47;54;52;53;44;44;44;49;74;81;67;58;66;82;59;77;71;68;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4503;19;0;0;0;1;1;1;1;0;0;CARIZUPELLO;1;
56215;2;0;36;Peru;R;85;193;5;4;4;A;92;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;46;70;75;60;64;67;62;65;55;51;49;64;50;75;66;64;74;91;73;79;71;75;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;1;Default;0;131;0;4524;23;0;0;0;1;1;1;1;0;0;CARIZUPELLO;16;
56216;2;0;28;Argentina;R;79;180;4;5;5;A;13;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;60;74;77;68;70;71;67;70;65;66;65;70;50;76;67;67;73;81;79;80;80;71;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4420;18;0;0;0;1;1;1;1;0;0;CARIZUPELLO;4;
56217;2;0;28;Peru;R;65;175;5;4;4;A;133;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;RMF;67;54;66;74;65;65;70;74;60;58;59;72;50;69;74;83;84;79;77;75;78;63;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4320;20;0;0;0;1;1;1;1;0;0;CARIZUPELLO;19;
56218;2;0;25;Peru;L;74;180;4;4;4;A;52;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;65;58;64;74;66;67;70;73;60;61;68;72;50;70;80;83;83;72;77;74;75;66;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4524;22;0;0;0;1;1;1;1;0;0;CARIZUPELLO;8;
56219;2;0;21;Peru;R;70;173;4;5;5;A;47;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;60;62;66;71;73;69;70;68;58;64;63;74;50;71;75;70;73;72;76;76;74;66;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;Default;0;131;0;4340;26;0;0;0;1;1;1;1;0;0;CARIZUPELLO;6;
56220;2;0;30;Colombia;R;82;184;5;5;5;A;13;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;CMF;67;59;66;75;77;73;76;74;67;75;72;81;50;73;71;72;75;79;75;82;73;68;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4427;18;0;0;0;1;1;1;1;0;0;CARIZUPELLO;14;
56221;2;0;23;Peru;R;71;176;4;5;5;A;57;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;RMF;67;41;67;73;68;66;70;72;62;60;63;72;50;70;80;78;81;72;77;74;75;66;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4540;26;0;0;0;1;1;1;1;0;0;CARIZUPELLO;15;
56222;2;0;32;Peru;R;58;164;5;5;5;A;8;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;SS;73;45;62;85;73;65;72;67;68;65;65;80;50;72;88;85;74;68;78;72;68;73;66;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;4;1;Default;0;131;0;4451;18;0;0;0;1;1;1;1;0;0;CARIZUPELLO;22;
56223;2;0;36;Peru;L;80;183;5;4;4;A;81;2;0;0;0;0;0;0;0;1;0;0;1;0;1;1;CF;75;40;76;74;71;68;69;67;78;64;54;75;50;76;72;71;74;78;69;78;71;73;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Default;0;131;0;4273;25;0;0;0;1;1;1;1;0;0;CARIZUPELLO;11;
56224;2;0;30;Panama;R;82;184;4;5;5;A;52;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;72;29;70;72;60;63;59;61;73;50;49;75;50;72;76;75;82;80;71;79;83;63;63;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;6;1;Default;0;131;0;4534;28;0;0;0;1;1;1;1;0;0;CARIZUPELLO;9;
56225;2;0;26;Peru;R;80;184;4;4;4;A;48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;29;72;45;52;52;53;54;60;39;44;40;56;74;80;65;52;66;77;55;75;75;70;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4487;21;0;0;0;1;1;1;3;0;0;CARIZUPELLO;12;
56226;2;0;32;Peru;R;85;189;4;4;4;A;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;29;69;42;53;52;52;51;60;47;43;42;49;75;76;63;51;62;82;55;75;72;74;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;131;0;4340;20;0;0;0;1;1;1;1;0;0;CARIZUPELLO;21;
56227;2;0;21;Peru;R;61;184;3;5;5;A;54;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;52;65;72;66;68;65;68;71;56;54;57;67;50;73;73;69;74;77;74;74;77;63;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4511;19;0;0;0;1;1;1;1;0;0;CARIZUPELLO;3;
56228;2;0;30;Peru;R;84;182;5;5;5;A;96;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;52;71;76;65;64;68;62;61;54;49;49;67;50;72;70;64;73;80;76;72;77;70;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4366;18;0;0;0;1;1;1;1;0;0;CARIZUPELLO;5;
56229;2;0;31;Peru;R;80;182;5;5;5;A;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;RB;64;59;66;72;65;67;68;70;60;59;63;69;50;69;78;78;81;73;78;72;75;68;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;131;0;4420;26;0;0;0;1;1;1;1;0;0;CARIZUPELLO;17;
56230;2;0;24;Peru;L;78;176;4;4;4;A;3;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;65;62;65;71;68;67;69;69;58;59;62;72;50;72;75;75;77;72;80;72;73;67;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4524;19;0;0;0;1;1;1;1;0;0;CARIZUPELLO;18;
56231;2;0;28;Peru;R;75;183;4;5;5;A;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;DMF;55;63;69;66;65;68;64;67;57;54;56;70;50;74;71;68;73;80;79;75;73;72;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4503;23;0;0;0;1;1;1;1;0;0;CARIZUPELLO;7;
56232;2;0;25;Peru;R;70;170;4;5;5;A;80;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;57;62;68;66;70;72;66;67;61;58;60;71;50;76;75;69;74;72;78;71;74;65;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Default;0;131;0;4538;21;0;0;0;1;1;1;1;0;0;CARIZUPELLO;23;
56233;2;0;23;Peru;L;66;171;4;4;4;A;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;LMF;68;34;64;77;69;64;71;75;65;65;67;74;50;67;77;77;80;73;74;76;75;63;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4366;19;0;0;0;1;1;1;1;0;0;CARIZUPELLO;25;
56234;2;0;27;Colombia;R;71;173;4;5;5;A;3;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;AMF;70;41;66;83;72;67;71;66;64;68;73;77;50;72;80;76;76;69;75;71;72;60;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;4;1;Default;0;131;0;4527;23;0;0;0;2;1;1;1;0;0;CARIZUPELLO;10;
56235;2;0;27;Colombia;R;80;180;4;5;5;A;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;70;33;70;72;69;70;67;65;71;54;58;73;50;72;74;76;79;78;73;75;78;65;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4394;22;0;0;0;1;1;1;1;0;0;CARIZUPELLO;20;
56236;2;0;30;Peru;R;80;181;4;5;5;A;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;69;36;72;70;67;65;66;68;72;54;53;73;50;73;76;74;78;78;73;77;78;69;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Default;0;131;0;4512;18;0;0;0;1;1;1;1;0;0;CARIZUPELLO;24;
56237;2;0;22;Peru;R;72;180;4;5;5;A;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;48;66;72;66;67;65;67;72;54;54;54;66;50;75;74;69;77;76;73;73;80;64;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Default;0;131;0;4386;26;0;0;0;1;1;1;1;0;0;CARIZUPELLO;13;
